LON;LAT;NUMBER;STREET
18.0644068;59.3476593;46;Valhallavägen
18.0660283;59.3477423;47;Valhallavägen
18.0647625;59.3475047;48;Valhallavägen
18.0663056;59.3476206;49;Valhallavägen
18.0653687;59.3472401;50;Valhallavägen
18.0666235;59.3474814;51;Valhallavägen
18.0656506;59.3471167;52;Valhallavägen
18.0669;59.3473588;53;Valhallavägen
18.0668773;59.3473063;53A;Valhallavägen
18.0671898;59.3472457;55;Valhallavägen
18.0659913;59.3469672;56;Valhallavägen
18.0674293;59.34716;57;Valhallavägen
18.0669273;59.3466061;58;Valhallavägen
18.0680073;59.346953;59;Valhallavägen
18.067189;59.3465124;60;Valhallavägen
18.0682288;59.3468737;61;Valhallavägen
18.0676567;59.3463451;62;Valhallavägen
18.0685611;59.3467548;63;Valhallavägen
18.0681067;59.3461889;64;Valhallavägen
18.0688878;59.3466378;65;Valhallavägen
18.0684947;59.3460451;66;Valhallavägen
18.0692519;59.3465074;67;Valhallavägen
18.0688902;59.3459036;68;Valhallavägen
18.0695491;59.3464011;69;Valhallavägen
18.0693191;59.34575;70;Valhallavägen
18.0698529;59.3462923;71;Valhallavägen
18.0694975;59.3456861;72;Valhallavägen
18.0702172;59.3461852;73;Valhallavägen
18.0695845;59.3456549;74;Valhallavägen
18.0707119;59.3460618;75;Valhallavägen
18.0706669;59.3454033;76;Valhallavägen
18.0710682;59.345973;77;Valhallavägen
18.0708166;59.3458475;77A;Valhallavägen
18.0711432;59.3457768;77B;Valhallavägen
18.0715049;59.3456299;77C;Valhallavägen
18.0716976;59.3456253;77D;Valhallavägen
18.0714864;59.3458937;77T;Valhallavägen
18.0718097;59.3451194;78;Valhallavägen
18.0724644;59.346208;79;Valhallavägen
18.0721947;59.3450234;80;Valhallavägen
18.0721148;59.3448281;80A;Valhallavägen
18.0730755;59.346088;81;Valhallavägen
18.0725149;59.3449437;82;Valhallavägen
18.0723124;59.3448307;82A;Valhallavägen
18.0732023;59.3458148;83;Valhallavägen
18.0729099;59.3448453;84;Valhallavägen
18.0738378;59.3449908;84A;Valhallavägen
18.0738807;59.3447808;84B;Valhallavägen
18.0744482;59.344462;86;Valhallavägen
18.0753416;59.344239;88;Valhallavägen
18.0757142;59.3441462;90;Valhallavägen
18.0754823;59.3453763;91;Valhallavägen
18.0757188;59.3452835;91A;Valhallavägen
18.075452;59.3455366;91B;Valhallavägen
18.07559;59.3457732;91C;Valhallavägen
18.0744619;59.345985;91D;Valhallavägen
18.0751472;59.3461002;91E;Valhallavägen
18.0745829;59.3464684;91F;Valhallavägen
18.0756331;59.3463911;91G;Valhallavägen
18.075927;59.346509;91H;Valhallavägen
18.0764967;59.3465305;91K;Valhallavägen
18.0759666;59.3460566;91L;Valhallavägen
18.0764352;59.3458355;91M;Valhallavägen
18.0764541;59.3460807;91O;Valhallavägen
18.0774945;59.3463671;91R;Valhallavägen
18.0757228;59.3463087;91T;Valhallavägen
18.0761904;59.3440283;92;Valhallavägen
18.0771011;59.3438007;94;Valhallavägen
18.0776888;59.3443377;95;Valhallavägen
18.0774345;59.3437178;96;Valhallavägen
18.0778045;59.34391;96A;Valhallavägen
18.0802628;59.3439156;97A;Valhallavägen
18.0806437;59.3444025;97B;Valhallavägen
18.0780249;59.3435699;98;Valhallavägen
18.0809893;59.3445921;99;Valhallavägen
18.0783561;59.3434913;100;Valhallavägen
18.0814995;59.3446737;101;Valhallavägen
18.07905;59.3433143;102;Valhallavägen
18.0813964;59.344451;103;Valhallavägen
18.0793053;59.3432505;104;Valhallavägen
18.0809631;59.3438613;105;Valhallavägen
18.0796409;59.3431671;106;Valhallavägen
18.0799257;59.3430939;108;Valhallavägen
18.0806005;59.3429299;110;Valhallavägen
18.0806431;59.343135;110A;Valhallavägen
18.0809983;59.3435035;111A;Valhallavägen
18.0821324;59.3432457;111B;Valhallavägen
18.0809895;59.3428305;112;Valhallavägen
18.0808818;59.3426703;112A;Valhallavägen
18.0820498;59.343385;113A;Valhallavägen
18.0821857;59.3433573;113B;Valhallavägen
18.0818438;59.3426191;114;Valhallavägen
18.0820336;59.3428623;114A;Valhallavägen
18.0821493;59.3425413;116;Valhallavägen
18.0819668;59.3423305;116A;Valhallavägen
18.0838649;59.3429817;117;Valhallavägen
18.0835778;59.3430773;117B;Valhallavägen
18.082846;59.3433506;117C;Valhallavägen
18.0830796;59.3435922;117D;Valhallavägen
18.0832441;59.3438029;117E;Valhallavägen
18.0832699;59.3435709;117F;Valhallavägen
18.0837686;59.3434915;117G;Valhallavägen
18.0851399;59.3432514;117H;Valhallavägen
18.0853336;59.3432432;117J;Valhallavägen
18.0851088;59.3428906;117K;Valhallavägen
18.0850246;59.3427814;117L;Valhallavägen
18.0851643;59.3425848;117M;Valhallavägen
18.0842232;59.3429457;117N;Valhallavägen
18.082531;59.3424474;118;Valhallavägen
18.0823639;59.3422213;118A;Valhallavägen
18.0829209;59.3423489;120;Valhallavägen
18.0840093;59.3420773;124;Valhallavägen
18.0842348;59.3422973;124A;Valhallavägen
18.0842813;59.3422855;124B;Valhallavägen
18.0843745;59.3419864;126;Valhallavägen
18.0851264;59.341799;128;Valhallavägen
18.084971;59.3416765;128A;Valhallavägen
18.0863865;59.342135;129;Valhallavägen
18.0855291;59.3416982;130;Valhallavägen
18.0867046;59.3420552;131;Valhallavägen
18.0860487;59.3415684;132;Valhallavägen
18.0870266;59.3419745;133;Valhallavägen
18.0864368;59.3414717;134;Valhallavägen
18.0866838;59.341603;134A;Valhallavägen
18.087897;59.3418904;135;Valhallavägen
18.0876708;59.3411278;136;Valhallavägen
18.0880939;59.341841;137;Valhallavägen
18.0889151;59.3408536;138;Valhallavägen
18.089064;59.3409985;138X;Valhallavägen
18.088364;59.3417734;139;Valhallavägen
18.08924;59.3407725;140;Valhallavägen
18.0887006;59.3416891;141;Valhallavägen
18.0904306;59.3404629;142;Valhallavägen
18.0894073;59.3413795;143;Valhallavägen
18.090825;59.340387;144;Valhallavägen
18.0897856;59.3412845;145;Valhallavägen
18.0910348;59.3403369;146;Valhallavägen
18.0916478;59.3400353;146A;Valhallavägen
18.0912384;59.3401356;146B;Valhallavägen
18.0908849;59.3402222;146C;Valhallavägen
18.0905598;59.3403019;146D;Valhallavägen
18.0902627;59.3403747;146E;Valhallavägen
18.0900615;59.340424;146F;Valhallavägen
18.0900963;59.3412064;147;Valhallavägen
18.0914093;59.3402442;148;Valhallavägen
18.0919608;59.3399587;148A;Valhallavägen
18.0922677;59.3398834;148B;Valhallavägen
18.0926677;59.3397854;148C;Valhallavägen
18.0929388;59.339719;148D;Valhallavägen
18.0931382;59.3396701;148E;Valhallavägen
18.0933474;59.3396189;148F;Valhallavägen
18.0911776;59.3410294;149;Valhallavägen
18.0918901;59.3401266;150;Valhallavägen
18.0910439;59.3399428;150A;Valhallavägen
18.0906995;59.3400269;150B;Valhallavägen
18.0904467;59.3400886;150C;Valhallavägen
18.0923329;59.3400185;150D;Valhallavägen
18.0914234;59.3411321;151;Valhallavägen
18.093454;59.3397236;152;Valhallavägen
18.0919513;59.3397211;152A;Valhallavägen
18.0922679;59.3396434;152B;Valhallavägen
18.0926157;59.3395581;152C;Valhallavägen
18.0929403;59.3394791;152D;Valhallavägen
18.0917384;59.3410536;153;Valhallavägen
18.0946603;59.3394682;154;Valhallavägen
18.092251;59.3409265;155;Valhallavägen
18.0948202;59.3394342;156;Valhallavägen
18.0935831;59.3405925;157;Valhallavägen
18.095028;59.3393891;158;Valhallavägen
18.0939369;59.3405038;159;Valhallavägen
18.0937519;59.3403915;159A;Valhallavägen
18.0952072;59.339351;160;Valhallavägen
18.0942436;59.3404301;161;Valhallavägen
18.0953918;59.3393119;162;Valhallavägen
18.094314;59.3401495;163;Valhallavägen
18.0955993;59.3392686;164;Valhallavägen
18.0953507;59.3401612;165;Valhallavägen
18.0958059;59.3392235;166;Valhallavägen
18.0960246;59.3391781;168;Valhallavägen
18.0960127;59.3399925;169;Valhallavägen
18.097198;59.3389168;172;Valhallavägen
18.0975189;59.3388446;174;Valhallavägen
18.0986384;59.3401359;175;Valhallavägen
18.0982093;59.3386896;176;Valhallavägen
18.0986425;59.339311;177;Valhallavägen
18.0985316;59.3386172;178;Valhallavägen
18.0991539;59.3391954;179;Valhallavägen
18.098855;59.3385445;180;Valhallavägen
18.1002704;59.3392822;181;Valhallavägen
18.100078;59.3382684;184;Valhallavägen
18.1009151;59.3390814;185;Valhallavägen
18.1011286;59.3393291;187;Valhallavägen
18.100845;59.3380709;188;Valhallavägen
18.1012155;59.3394302;189;Valhallavägen
18.1015675;59.3395482;191;Valhallavägen
18.1019536;59.3378483;192;Valhallavägen
18.1015789;59.3394982;193;Valhallavägen
18.1022779;59.3393419;195;Valhallavägen
18.102374;59.3393198;197;Valhallavägen
18.1024052;59.3392633;199;Valhallavägen
18.1021092;59.3390215;201;Valhallavägen
18.1016891;59.3391311;203;Valhallavägen
18.1013616;59.3392398;205;Valhallavägen
18.1012854;59.3392208;207;Valhallavägen
18.1009414;59.33882;209;Valhallavägen
18.1009683;59.3387967;211;Valhallavägen
18.1016564;59.3386453;213;Valhallavägen
18.1025764;59.3384352;215;Valhallavägen
18.0592882;59.3375961;1;Wallingatan
18.0586407;59.3376148;2;Wallingatan
18.0589404;59.3375053;3A;Wallingatan
18.0587183;59.337447;3B;Wallingatan
18.0583244;59.3373439;5;Wallingatan
18.0577651;59.3371279;7;Wallingatan
18.0578572;59.3372998;8;Wallingatan
18.0573803;59.3370325;9;Wallingatan
18.0573618;59.3371553;10;Wallingatan
18.0570863;59.3369598;11;Wallingatan
18.0570703;59.3370814;12;Wallingatan
18.0569132;59.3373188;12A;Wallingatan
18.0567848;59.3368849;13;Wallingatan
18.0568579;59.3370275;14;Wallingatan
18.0566015;59.3372325;14A;Wallingatan
18.0564861;59.3368105;15;Wallingatan
18.0566135;59.3369664;16;Wallingatan
18.0564312;59.3371864;16A;Wallingatan
18.0561356;59.3367232;17;Wallingatan
18.056361;59.3369042;18;Wallingatan
18.0561777;59.3371033;18A;Wallingatan
18.0560504;59.3367019;19;Wallingatan
18.0560242;59.3368209;20;Wallingatan
18.0557844;59.3366356;21;Wallingatan
18.0558295;59.3367728;22;Wallingatan
18.0553229;59.3365208;23;Wallingatan
18.05567;59.336733;24;Wallingatan
18.0554974;59.3368962;24A;Wallingatan
18.0554659;59.3366828;26A;Wallingatan
18.0550325;59.3365738;26B;Wallingatan
18.0544506;59.3363003;27;Wallingatan
18.0544372;59.3364389;28;Wallingatan
18.0538873;59.3361629;29;Wallingatan
18.05421;59.3363823;30;Wallingatan
18.0540137;59.3365908;30A;Wallingatan
18.0530085;59.3360197;31;Wallingatan
18.0539878;59.336327;32;Wallingatan
18.0536604;59.3364915;32A;Wallingatan
18.0526043;59.3360077;33;Wallingatan
18.0535162;59.3362243;34;Wallingatan
18.0522949;59.3359936;35;Wallingatan
18.0533542;59.336217;36;Wallingatan
18.0518964;59.335975;37;Wallingatan
18.0525915;59.3361865;38;Wallingatan
18.0522401;59.3361735;40;Wallingatan
18.0519911;59.3361635;42;Wallingatan
18.0514483;59.3361412;44A;Wallingatan
18.0517395;59.3361543;44B;Wallingatan
18.0514785;59.3498235;1A;Vanadislunden
18.0516025;59.3498732;1B;Vanadislunden
18.0517221;59.3499211;1C;Vanadislunden
18.0520736;59.3500615;2A;Vanadislunden
18.0522021;59.3501129;2B;Vanadislunden
18.0523295;59.350166;2C;Vanadislunden
18.0524766;59.3502219;2D;Vanadislunden
18.0520849;59.3499856;2X;Vanadislunden
18.0520901;59.3502578;3A;Vanadislunden
18.0521105;59.3503511;3B;Vanadislunden
18.0512534;59.3500508;4;Vanadislunden
18.0401064;59.3446973;1;Vanadisplan
18.0401259;59.3453124;2;Vanadisplan
18.0390236;59.3444001;3;Vanadisplan
18.0391148;59.3452993;4;Vanadisplan
18.0389121;59.3445116;5;Vanadisplan
18.0383626;59.3450752;6;Vanadisplan
18.0385534;59.3448738;8;Vanadisplan
18.0515003;59.3476987;1;Vanadisvägen
18.0510325;59.3482142;2;Vanadisvägen
18.0508015;59.3481155;2A;Vanadisvägen
18.0507477;59.3480938;2B;Vanadisvägen
18.0506972;59.3480734;2C;Vanadisvägen
18.0511337;59.3476471;3;Vanadisvägen
18.0505549;59.3480878;4;Vanadisvägen
18.0502906;59.3483943;4B;Vanadisvägen
18.0503016;59.3484349;4C;Vanadisvägen
18.0502183;59.348415;4D;Vanadisvägen
18.0501829;59.3485043;4E;Vanadisvägen
18.0501303;59.3485586;4F;Vanadisvägen
18.0499345;59.348717;4G;Vanadisvägen
18.0500124;59.3487355;4H;Vanadisvägen
18.049931;59.3487738;4I;Vanadisvägen
18.0497507;59.3489083;4K;Vanadisvägen
18.0498338;59.3489335;4L;Vanadisvägen
18.0497528;59.3489521;4M;Vanadisvägen
18.0496509;59.349054;4N;Vanadisvägen
18.0496048;59.349107;4O;Vanadisvägen
18.0493117;59.3490136;4P;Vanadisvägen
18.0496242;59.3486863;4Q;Vanadisvägen
18.0499948;59.3482859;4R;Vanadisvägen
18.050383;59.3481082;4S;Vanadisvägen
18.0507451;59.347592;5;Vanadisvägen
18.0503348;59.3479366;6;Vanadisvägen
18.0503359;59.3474919;7;Vanadisvägen
18.0504926;59.3474728;7A;Vanadisvägen
18.0502757;59.3474201;7B;Vanadisvägen
18.0500249;59.3478533;8;Vanadisvägen
18.0498568;59.3480175;8A;Vanadisvägen
18.0491436;59.3471915;9;Vanadisvägen
18.0497614;59.3477858;10;Vanadisvägen
18.0485366;59.3470232;11;Vanadisvägen
18.0479841;59.3467845;11A;Vanadisvägen
18.0482081;59.3468418;11B;Vanadisvägen
18.0486192;59.3468293;11C;Vanadisvägen
18.0491866;59.3476339;12;Vanadisvägen
18.0489862;59.3475826;12A;Vanadisvägen
18.0487959;59.3475339;12B;Vanadisvägen
18.0486636;59.3475001;12C;Vanadisvägen
18.0468884;59.346608;13;Vanadisvägen
18.0468;59.346693;13A;Vanadisvägen
18.0485171;59.3475166;14;Vanadisvägen
18.0486129;59.3476038;14A;Vanadisvägen
18.0467188;59.3465443;15;Vanadisvägen
18.04829;59.3474426;16A;Vanadisvägen
18.0477503;59.3475239;16B;Vanadisvägen
18.0464398;59.3464727;17;Vanadisvägen
18.0466309;59.3468623;18;Vanadisvägen
18.0462293;59.3462656;19;Vanadisvägen
18.0462467;59.3467637;20;Vanadisvägen
18.0458521;59.346323;21;Vanadisvägen
18.0459043;59.346676;22A;Vanadisvägen
18.0455165;59.3465764;22B;Vanadisvägen
18.0446941;59.3460452;23;Vanadisvägen
18.0451653;59.3464864;24;Vanadisvägen
18.0443376;59.3459538;25;Vanadisvägen
18.0444221;59.3462987;26A;Vanadisvägen
18.0441368;59.3465372;26B;Vanadisvägen
18.0439594;59.3458568;27;Vanadisvägen
18.0440724;59.346206;28;Vanadisvägen
18.0433701;59.3457055;29;Vanadisvägen
18.0436828;59.3461061;30;Vanadisvägen
18.0430584;59.3456255;31A;Vanadisvägen
18.0428475;59.3455714;31B;Vanadisvägen
18.0429923;59.345929;32;Vanadisvägen
18.0426537;59.345842;34;Vanadisvägen
18.0422683;59.3454228;35;Vanadisvägen
18.042392;59.3457748;36;Vanadisvägen
18.0412775;59.3451685;39;Vanadisvägen
18.0409941;59.3450959;41;Vanadisvägen
18.0408735;59.3453861;42;Vanadisvägen
18.0406431;59.3450058;43;Vanadisvägen
18.040318;59.3452425;44;Vanadisvägen
18.0140742;59.3363615;3;Warfvinges Väg
18.0137597;59.3363281;5;Warfvinges Väg
18.0137238;59.3362191;7;Warfvinges Väg
18.0137288;59.3365371;9;Warfvinges Väg
18.0136356;59.3365851;11;Warfvinges Väg
18.0134483;59.33668;13;Warfvinges Väg
18.0131396;59.3368746;15;Warfvinges Väg
18.0140722;59.3365797;16;Warfvinges Väg
18.0130338;59.3369526;17;Warfvinges Väg
18.0139878;59.3366228;18;Warfvinges Väg
18.0125336;59.336965;19;Warfvinges Väg
18.0138055;59.3367159;20;Warfvinges Väg
18.012959;59.3370118;21;Warfvinges Väg
18.0136548;59.3368771;22;Warfvinges Väg
18.0134169;59.3368812;22X;Warfvinges Väg
18.0128333;59.3371244;23;Warfvinges Väg
18.0133172;59.3370181;24;Warfvinges Väg
18.0125757;59.3373136;25;Warfvinges Väg
18.0131408;59.3371716;26;Warfvinges Väg
18.0124671;59.3376299;27;Warfvinges Väg
18.0129326;59.3374211;28;Warfvinges Väg
18.0124038;59.3378607;29;Warfvinges Väg
18.0127891;59.33767;30;Warfvinges Väg
18.0127642;59.3377593;30A;Warfvinges Väg
18.0124358;59.3380487;31;Warfvinges Väg
18.0127422;59.3380215;32;Warfvinges Väg
18.0124517;59.3382294;33;Warfvinges Väg
18.0127632;59.3382011;34;Warfvinges Väg
18.012483;59.3384708;35;Warfvinges Väg
18.0130599;59.3384539;36;Warfvinges Väg
18.0123045;59.3387393;37;Warfvinges Väg
18.0131254;59.338984;38;Warfvinges Väg
18.0125472;59.3389042;39;Warfvinges Väg
18.0123826;59.3391124;41;Warfvinges Väg
18.0124228;59.3392372;43;Warfvinges Väg
18.0128954;59.3391173;44;Warfvinges Väg
18.0124305;59.3394095;45;Warfvinges Väg
18.0124362;59.3394556;47;Warfvinges Väg
18.0404495;59.3322862;1;Wargentinsgatan
18.0407926;59.3322521;2;Wargentinsgatan
18.0405911;59.3325948;3;Wargentinsgatan
18.0408947;59.3324845;4;Wargentinsgatan
18.0406948;59.3328366;5;Wargentinsgatan
18.0405382;59.3327369;5A;Wargentinsgatan
18.0399735;59.3326286;5B;Wargentinsgatan
18.0399373;59.3328133;5C;Wargentinsgatan
18.0401424;59.3329632;5D;Wargentinsgatan
18.0394703;59.33287;5E;Wargentinsgatan
18.0399289;59.3327547;5F;Wargentinsgatan
18.0399644;59.3328511;5G;Wargentinsgatan
18.0410304;59.3327965;6;Wargentinsgatan
18.0407445;59.3329502;7;Wargentinsgatan
18.0411783;59.3331425;8;Wargentinsgatan
18.0408243;59.3331764;9;Wargentinsgatan
18.0723026;59.3114539;3;Vartoftagatan
18.0723926;59.3114657;5;Vartoftagatan
18.0725855;59.3114911;7;Vartoftagatan
18.0726924;59.3115052;9;Vartoftagatan
18.0727847;59.3115174;11;Vartoftagatan
18.0730318;59.3115641;13;Vartoftagatan
18.0730016;59.3116187;15;Vartoftagatan
18.0729189;59.3118785;17A;Vartoftagatan
18.0728914;59.3119331;17B;Vartoftagatan
18.0728677;59.3119802;17C;Vartoftagatan
18.0728309;59.3120532;17D;Vartoftagatan
18.0728015;59.3121117;17E;Vartoftagatan
18.0727716;59.312171;17F;Vartoftagatan
18.0731185;59.3124959;21;Vartoftagatan
18.0731452;59.312442;23;Vartoftagatan
18.0731627;59.3124068;25;Vartoftagatan
18.0731902;59.3123514;27;Vartoftagatan
18.0732857;59.312159;31;Vartoftagatan
18.0733118;59.3121064;33;Vartoftagatan
18.0733321;59.3120654;35;Vartoftagatan
18.0733786;59.3120331;37;Vartoftagatan
18.0731574;59.3119209;39;Vartoftagatan
18.0731706;59.3118568;41;Vartoftagatan
18.0732121;59.3117747;43;Vartoftagatan
18.0733722;59.311594;45;Vartoftagatan
18.0734462;59.3116272;47A;Vartoftagatan
18.0735006;59.3116343;47B;Vartoftagatan
18.0735871;59.3116225;47C;Vartoftagatan
18.0737498;59.3116434;49;Vartoftagatan
18.0739661;59.3116716;51;Vartoftagatan
18.0392545;59.3197713;1A;Varvsgatan
18.039323;59.3196301;1B;Varvsgatan
18.0389009;59.3197672;2;Varvsgatan
18.0390007;59.3195593;4;Varvsgatan
18.0392016;59.3191279;6;Varvsgatan
18.0391641;59.3186924;8A;Varvsgatan
18.0391755;59.3187938;8B;Varvsgatan
18.0390655;59.3188739;8C;Varvsgatan
18.0394548;59.3185953;10A;Varvsgatan
18.0395151;59.3184584;10B;Varvsgatan
18.0398314;59.3176887;10C;Varvsgatan
18.0404052;59.3165723;12;Varvsgatan
18.0405119;59.3163458;14;Varvsgatan
18.0404502;59.3174705;19;Varvsgatan
18.040543;59.3172733;21;Varvsgatan
18.0406223;59.3171051;23;Varvsgatan
18.0407762;59.3169596;25;Varvsgatan
18.0407747;59.3167812;27;Varvsgatan
18.0408241;59.3166762;29;Varvsgatan
18.0408941;59.3165278;31;Varvsgatan
18.0409456;59.3164182;33;Varvsgatan
18.0581121;59.331435;1;Vasagatan
18.0611892;59.328896;2;Vasagatan
18.057971;59.3315901;3;Vasagatan
18.0610708;59.3290266;4;Vasagatan
18.0608295;59.3292835;6;Vasagatan
18.0577389;59.3319789;7;Vasagatan
18.0606586;59.3294809;8;Vasagatan
18.0572609;59.3320985;9;Vasagatan
18.0570602;59.3322269;9A;Vasagatan
18.0572424;59.3322859;9B;Vasagatan
18.0573523;59.3323285;9C;Vasagatan
18.0573677;59.3322536;9D;Vasagatan
18.057278;59.3321902;9E;Vasagatan
18.0606171;59.3295264;10;Vasagatan
18.0569497;59.3327724;11;Vasagatan
18.0603928;59.3297753;12;Vasagatan
18.0602063;59.3299812;14;Vasagatan
18.0566328;59.3333704;15;Vasagatan
18.0599721;59.3302396;16;Vasagatan
18.0565948;59.3334121;17;Vasagatan
18.059761;59.3304727;18;Vasagatan
18.0560558;59.3340042;19;Vasagatan
18.0596296;59.3306178;20;Vasagatan
18.0595539;59.3306916;20T;Vasagatan
18.0558451;59.334216;21;Vasagatan
18.0591512;59.3311439;22;Vasagatan
18.0594116;59.3309101;22T;Vasagatan
18.055768;59.3343269;23;Vasagatan
18.0591282;59.3313024;24;Vasagatan
18.0556576;59.3344484;25;Vasagatan
18.0587709;59.3315633;26;Vasagatan
18.0555345;59.334584;27;Vasagatan
18.0581706;59.3322455;28;Vasagatan
18.0578667;59.332602;34;Vasagatan
18.0577069;59.3327369;36;Vasagatan
18.0576564;59.3327854;36T;Vasagatan
18.0575502;59.3329221;38;Vasagatan
18.057368;59.3331111;40;Vasagatan
18.0571187;59.3333872;42;Vasagatan
18.0568854;59.3336508;44;Vasagatan
18.0565909;59.3339684;46;Vasagatan
18.0563246;59.3342597;48;Vasagatan
18.0561477;59.3344553;50;Vasagatan
18.0560127;59.3346043;52;Vasagatan
18.055056;59.3347682;59;Vasagatan
18.0563487;59.3324012;1;Vasaplan
18.0563835;59.3320894;2;Vasaplan
18.0564794;59.3324167;3;Vasaplan
18.0566952;59.3321707;4;Vasaplan
18.0567751;59.3324935;5;Vasaplan
18.0571235;59.3324694;5A;Vasaplan
18.0570653;59.3325931;7;Vasaplan
18.1935695;59.2388157;5;Vattenkraftsvägen
18.1940319;59.2385174;7;Vattenkraftsvägen
18.192721;59.2387471;8;Vattenkraftsvägen
18.1936803;59.238185;9;Vattenkraftsvägen
18.1934559;59.2378898;11A;Vattenkraftsvägen
18.1934471;59.237835;11B;Vattenkraftsvägen
18.1934277;59.2377151;11C;Vattenkraftsvägen
18.1934206;59.2376715;11D;Vattenkraftsvägen
18.1936463;59.2375422;11E;Vattenkraftsvägen
18.1936547;59.2375944;11F;Vattenkraftsvägen
18.1936643;59.2376538;11G;Vattenkraftsvägen
18.1936768;59.2377311;11H;Vattenkraftsvägen
18.1936906;59.2378168;11I;Vattenkraftsvägen
18.1937033;59.2378956;11J;Vattenkraftsvägen
18.1940004;59.2378812;11K;Vattenkraftsvägen
18.1939866;59.2377966;11L;Vattenkraftsvägen
18.1939727;59.2377117;11M;Vattenkraftsvägen
18.1939596;59.2376313;11N;Vattenkraftsvägen
18.1939446;59.2375397;11O;Vattenkraftsvägen
18.1943832;59.2375201;11P;Vattenkraftsvägen
18.1943957;59.2375974;11Q;Vattenkraftsvägen
18.1944095;59.2376824;11R;Vattenkraftsvägen
18.194424;59.2377715;11S;Vattenkraftsvägen
18.1944378;59.2378572;11T;Vattenkraftsvägen
18.1932681;59.2375366;15;Vattenkraftsvägen
18.0657437;59.3309599;1;Vattugatan
18.0655633;59.3310293;2;Vattugatan
18.0658621;59.3307885;3;Vattugatan
18.0653322;59.3308531;5;Vattugatan
18.063847;59.330592;6;Vattugatan
18.0650575;59.3307819;7;Vattugatan
18.0640002;59.3304891;11;Vattugatan
18.062486;59.33025;12;Vattugatan
18.0634308;59.3303615;13;Vattugatan
18.0630364;59.3302597;15;Vattugatan
18.062883;59.3302201;17;Vattugatan
18.0625761;59.3301255;19;Vattugatan
18.0607094;59.3297807;20;Vattugatan
18.0512747;59.3410639;1;Vegagatan
18.0515377;59.3411155;2;Vegagatan
18.0511675;59.3411665;3;Vegagatan
18.0508879;59.3410181;3A;Vegagatan
18.0508416;59.3411524;3B;Vegagatan
18.0514994;59.3411536;4;Vegagatan
18.0509984;59.3413347;5;Vegagatan
18.0506552;59.3412786;5A;Vegagatan
18.0512296;59.3414232;6;Vegagatan
18.0513804;59.3415273;6A;Vegagatan
18.0508358;59.3414978;7;Vegagatan
18.0505198;59.3414573;7A;Vegagatan
18.0510626;59.3415901;8;Vegagatan
18.0506862;59.3416476;9;Vegagatan
18.0509535;59.341698;10;Vegagatan
18.0505414;59.3417924;11;Vegagatan
18.0501832;59.3417352;11A;Vegagatan
18.0507877;59.3418643;12;Vegagatan
18.0503818;59.3419519;13;Vegagatan
18.0500839;59.3418349;13A;Vegagatan
18.050549;59.3421033;14;Vegagatan
18.0502037;59.3421299;15;Vegagatan
18.0498203;59.3421146;15A;Vegagatan
18.0504279;59.3422247;16;Vegagatan
18.049994;59.3423394;17;Vegagatan
18.0502309;59.3424221;18;Vegagatan
18.0492589;59.3707911;1;Veit Wittrocks Väg
18.049241;59.3711119;2;Veit Wittrocks Väg
18.0463951;59.3692913;5;Veit Wittrocks Väg
18.0460352;59.3698451;7;Veit Wittrocks Väg
18.0467943;59.3716038;8;Veit Wittrocks Väg
18.0456837;59.3695153;9;Veit Wittrocks Väg
18.0467787;59.3706713;10;Veit Wittrocks Väg
18.0437863;59.3690679;11;Veit Wittrocks Väg
18.0437644;59.3701927;12;Veit Wittrocks Väg
18.0439954;59.3694497;14;Veit Wittrocks Väg
18.0435043;59.3695118;16;Veit Wittrocks Väg
18.0236269;59.3346311;2;Welanders Väg
18.0230604;59.3351952;3;Welanders Väg
18.0240014;59.3352921;4;Welanders Väg
18.0237823;59.3361826;7;Welanders Väg
18.0236474;59.3359137;7B;Welanders Väg
18.0238511;59.3358828;10;Welanders Väg
18.0241634;59.3357713;12;Welanders Väg
18.0242453;59.3356881;12A;Welanders Väg
18.0132696;59.3281764;1;Wennerbergsgatan
18.0128259;59.3281884;2;Wennerbergsgatan
18.0134247;59.3278122;3;Wennerbergsgatan
18.0128459;59.3278971;4;Wennerbergsgatan
18.0133897;59.3275494;5;Wennerbergsgatan
18.0129247;59.3276136;6A;Wennerbergsgatan
18.0122819;59.3276236;6B;Wennerbergsgatan
18.0133694;59.327396;7;Wennerbergsgatan
18.0133346;59.3271342;9;Wennerbergsgatan
18.0128088;59.3268672;10;Wennerbergsgatan
18.0949006;59.3545985;4;Wenströmsvägen
18.0948245;59.3544143;5;Wenströmsvägen
18.0946631;59.3546162;6;Wenströmsvägen
18.0944856;59.3544385;7;Wenströmsvägen
18.0944031;59.3546357;8;Wenströmsvägen
18.0941465;59.3544628;9;Wenströmsvägen
18.09416;59.3546539;10;Wenströmsvägen
18.065816;59.3456229;1;Verdandigatan
18.065705;59.3460704;2;Verdandigatan
18.0662102;59.3457664;2X;Verdandigatan
18.0656339;59.3458122;3;Verdandigatan
18.0654985;59.3459541;5;Verdandigatan
18.0653712;59.3460868;7;Verdandigatan
18.0321124;59.3176362;1;Verkstadsgatan
18.0318938;59.3178156;2;Verkstadsgatan
18.0317104;59.3176033;3;Verkstadsgatan
18.0315939;59.3177853;4;Verkstadsgatan
18.031377;59.3175641;5;Verkstadsgatan
18.0312076;59.317741;6;Verkstadsgatan
